,tx,ty
0,0.14375517190767084,0.26600838504086255
1,0.03500781228471084,0.11914744031374624
2,0.07738396098142886,0.2161146060687713
3,0.052740886653694474,0.13609979941082173
4,0.4012519260877312,0.05529840117464602
5,0.022728696350490907,0.18081441693064448
6,0.2856982213374053,0.13894362634194835
7,0.15842082888821096,0.16313022044441539
8,0.17307657849612923,0.5085908637727812
9,0.404269489928204,0.34491448232818556
10,0.5251307904648996,0.15202018635822867
11,0.15270114706270732,0.11368977633640043
12,0.4025069329001809,0.035814514301989675
13,0.06559168500262302,0.17238745591551208
14,0.04023331659195861,0.07826788933790141
15,0.27237930078321426,0.20394003429282037
16,0.14365659415402376,0.3235594874336485
17,0.4665623061992079,0.3003782028944002
18,0.04466056074436153,0.20371939747661116
19,0.3479278156251624,0.2436742945020498
20,0.10939130597798652,0.11227544258403555
21,0.14644945446904956,0.5017678079575774
22,0.014403324905735815,0.19296065013475072
23,0.01348017672498969,0.376108046329243
24,0.3133419064419556,0.40045510493668957
25,0.17555261203811057,0.1814360520379239
26,0.11426205532822564,0.4876951946059904
27,0.442733196168966,0.04416642500068235
28,0.07548583651981033,0.38410961952269673
29,0.0799186532067111,0.08772470209588334
30,0.15401432566006434,0.11375641344310594
31,0.44448576417708807,0.02924485114166231
32,0.49152082920169704,0.14724618206108175
33,0.4741275928694222,0.27404031192621403
34,0.12200228283442982,0.07463696291824107
35,0.08653652642313148,0.08365606152997174
36,0.39361244223484704,0.4386452315837701
37,0.2928439153035498,0.24941444147683
38,0.3066675019146672,0.27407990721273023
39,0.03955866747978121,0.16063589932951317
40,0.3687663221573416,0.41545066642053285
41,0.03256609652574127,0.015325144654454448
42,0.2570859455447234,0.3144671235018919
43,0.09718739214913086,0.39912138145107434
44,0.07489000641985655,0.36332788564180163
45,0.21169872884214413,0.21032726599062102
46,0.06850698042666181,0.043829793948695794
47,0.5021863531759578,0.38909840551786345
48,0.32995575473115224,0.44973610905854144
49,0.28826672535287656,0.22735207709689575
50,0.10533598605536554,0.26692366377011467
51,0.2942534750548944,0.0663920420460542
52,0.04979749052636606,0.05282612934603037
53,0.5163201236800958,0.2953104910701825
54,0.013576531417257343,0.025426740954763716
55,0.4690354064153155,0.1692113479670354
56,0.19357487530491113,0.06701203338068495
57,0.16634288315525936,0.2678720205059051
58,0.021176235622867523,0.04840667201610671
59,0.007206310073321731,0.3238669388656419
60,0.1515502864181073,0.20929427181419413
61,0.3742121936400764,0.2055459340136494
62,0.0202289093355148,0.2968996949618017
63,0.3851325316569927,0.19083389605091128
64,0.5066437513232529,0.16434000080165845
65,0.01264394919342493,0.33617010997305385
66,0.12134520283034789,0.07838125095099713
67,0.22522662796436776,0.3481146295212838
68,0.36210120628586395,0.3837991254812323
69,0.07782381818947215,0.11956748011065343
70,0.07512329808193385,0.310267598287048
71,0.17531383047251836,0.2502554907746699
72,0.1290093568723094,0.12495287714660464
73,0.38068983531922385,0.052651830020607804
74,0.002943011178302868,0.018750484510775323
75,0.027092045673093423,0.0767287993601613
76,0.036836319961416564,0.2647523390570754
77,0.045124297320050744,0.09963294553930524
78,0.45286103182692017,0.1325422828701619
79,0.013138324835722415,0.0061630320314449705
80,0.18091907253737816,0.04829990262561523
81,0.09913009983410603,0.12141519419643743
82,0.05934940312145187,0.48973734017952353
83,0.020411451602612374,0.39256076184870636
84,0.03490409372653147,0.030096478127923376
85,0.04092357117476553,0.3337898578014986
86,0.22735052447084314,0.1578313010736352
87,0.062256722478302606,0.01638864071765056
88,0.12804174633017595,0.0390968545404462
89,0.031602446717101884,0.07897349228614559
90,0.327117618177887,0.15446724865044814
91,0.21628274819972404,0.45690124180341485
92,0.3977764342471417,0.1567393087685005
93,0.0630219234328635,0.21538418149006588
94,0.49321703570379327,0.19251274472720326
95,0.21808107918214859,0.15506731009336505
96,0.24013447429405232,0.3601255335793283
97,0.27722700243274545,0.37227696885636163
98,0.3400328530168508,0.2942349140435425
99,0.4213914617972421,0.06867064542933576
